04-03-2023 02:08:42.921;StatusBitLog;SYNC bit changed to 1
04-03-2023 02:08:42.924;StatusBitLog;Status bitmask: 1110000000000010
04-03-2023 02:08:42.925;StatusBitLog;MRST = 0
04-03-2023 02:08:42.926;StatusBitLog;BTRC = 1
04-03-2023 02:08:42.928;StatusBitLog;ONOFF = 0
04-03-2023 02:08:42.929;StatusBitLog;DAC = 0
04-03-2023 02:08:42.930;StatusBitLog;XPS = 0
04-03-2023 02:08:42.932;StatusBitLog;SPS = 0
04-03-2023 02:08:42.933;StatusBitLog;INET = 0
04-03-2023 02:08:42.934;StatusBitLog;DMBE = 0
04-03-2023 02:08:42.935;StatusBitLog;RTM = 0
04-03-2023 02:08:42.936;StatusBitLog;LOG = 0
04-03-2023 02:08:42.938;StatusBitLog;NTP = 0
04-03-2023 02:08:42.940;StatusBitLog;BAT = 0
04-03-2023 02:08:42.942;StatusBitLog;DATA = 0
04-03-2023 02:08:42.943;StatusBitLog;CMODE = 1
04-03-2023 02:08:42.944;StatusBitLog;SIM = 1
04-03-2023 02:08:42.945;StatusBitLog;SYNC = 1
04-03-2023 02:08:42.946;StatusBitLog;RSU = 0
04-03-2023 02:08:42.948;StatusBitLog;DAC_JACK = 0
04-03-2023 02:08:42.949;StatusBitLog;PRF_JACK = 0
04-03-2023 02:08:42.950;StatusBitLog;DAC_NCSD = 0
04-03-2023 02:08:42.952;StatusBitLog;PRF_NCSD = 0
04-03-2023 02:08:42.953;StatusBitLog;AWM = 0
04-03-2023 02:08:42.954;StatusBitLog;BAD_MNET = 0
04-03-2023 02:08:42.962;StatusBitLog;SYNC bit changed to 1
04-03-2023 02:08:42.964;StatusBitLog;Status bitmask: 1110000000000010
04-03-2023 02:08:42.966;StatusBitLog;MRST = 0
04-03-2023 02:08:42.970;StatusBitLog;BTRC = 1
04-03-2023 02:08:42.976;StatusBitLog;ONOFF = 0
04-03-2023 02:08:42.978;StatusBitLog;DAC = 0
04-03-2023 02:08:42.979;StatusBitLog;XPS = 0
04-03-2023 02:08:42.981;StatusBitLog;SPS = 0
04-03-2023 02:08:42.983;StatusBitLog;INET = 0
04-03-2023 02:08:42.985;StatusBitLog;DMBE = 0
04-03-2023 02:08:42.987;StatusBitLog;RTM = 0
04-03-2023 02:08:42.989;StatusBitLog;LOG = 0
